province,rural,wealth_quintile,raw_weight_hh,true_cluster,fpc,fpc2,program,itns_in_hh,llins_in_hh,num_of_sleeping_spaces,any_net,treated,more_than_one_net,more_than_one_itn,more_than_one_llin,num_nets,ratio_nets_to_spaces,ratio_greater_than_1,at_least_one_itn,at_least_one_llin,at_least_one_ever_treated,itn_and_irs,itn_or_irs,per_hh_with_irs_in_ea,cat_per_hh_with_irs_in_ea
Muchinga,Rural,3,355.3428955,124,0.008843537,0.290909082,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,25,2
Eastern,Rural,1,754.2520752,54,0.010673986,0.12578617,Group 3: Pre-elimination (phase 3),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,95.45454545,5
Eastern,Rural,4,485.0439758,56,0.010673986,0.130890056,Group 3: Pre-elimination (phase 3),2,2,4,1,2,1,1,1,2,0.5,0,1,1,1,1,1,56,3
Northern,Rural,2,335.6497192,140,0.008608972,0.127167627,Contorl,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,1,59.09090909,3
North-Western,Rural,2,556.4611206,155,0.011178861,0.186046511,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4
Northern,Rural,3,366.293396,138,0.008608972,0.300000012,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,14.28571429,1
Southern,Rural,3,643.9437866,175,0.008669267,0.216981128,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,8.695652174,1
Lusaka,Rural,1,484.2188721,98,0.010804322,0.234693885,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
Luapula,Rural,2,471.8781433,75,0.01005291,0.210084036,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5
Muchinga,Rural,4,341.5785828,120,0.008843537,0.205357149,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,0,1,22.72727273,2
North-Western,Rural,3,418.4242249,149,0.011178861,0.192000002,Contorl,2,1,2,1,2,1,1,0,2,1,1,1,1,1,1,1,54.16666667,3
Eastern,Rural,2,556.348999,49,0.010673986,0.139240503,Group 1: Pre-elimination (phase 1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3
Northern,Rural,1,651.9214478,131,0.008608972,0.233009711,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,12.5,1
Southern,Rural,4,882.3082886,171,0.008669267,0.078125,Contorl,4,4,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,38.0952381,2
Eastern,Rural,1,754.2520752,54,0.010673986,0.12578617,Group 3: Pre-elimination (phase 3),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,95.45454545,5
Muchinga,Rural,1,454.8388367,113,0.008843537,0.568181813,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,5
Copperbelt,Urban,5,859.3067627,35,0.004253509,0.205128208,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,54.16666667,3
Eastern,Rural,3,603.1306763,198,0.010673986,0.152173907,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,90.47619048,5
Southern,Rural,4,472.7120056,166,0.008669267,0.063583814,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,73.91304348,4
Lusaka,Rural,2,617.5328979,99,0.010804322,0.15625,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,60,4
Northern,Rural,4,360.3304749,141,0.008608972,0.333333343,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,13.63636364,1
Western,Rural,1,373.4830017,180,0.009014085,0.229357794,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2
Copperbelt,Rural,4,2013.269531,25,0.009740259,0.055944055,Contorl,2,0,2,1,2,1,1,0,2,1,1,1,0,1,0,1,75,4
Eastern,Rural,2,868.9041138,65,0.010673986,0.134969324,Group 2: Pre-elimination (phase 2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72.72727273,4
Western,Rural,1,373.4830017,180,0.009014085,0.229357794,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2
Central,Urban,5,2280.060059,20,0.003372681,0.185185179,Contorl,2,2,3,1,2,1,1,1,3,0.666666667,0,1,1,1,0,1,28,2
Luapula,Rural,4,698.4972534,76,0.01005291,0.157232702,Contorl,1,0,3,1,1,0,0,0,1,0.333333333,0,1,0,1,0,1,80.55555556,5
Eastern,Rural,1,441.381958,57,0.010673986,0.217391297,Group 3: Pre-elimination (phase 3),1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,84,5
Northern,Rural,1,651.9214478,131,0.008608972,0.233009711,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,1
Central,Rural,3,641.1096802,18,0.008504924,0.263157904,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2
Eastern,Rural,1,427.0566711,42,0.010673986,0.278481007,Group 2: Pre-elimination (phase 2),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68.18181818,4
Eastern,Rural,4,177.9990234,59,0.010673986,0.479166657,Group 3: Pre-elimination (phase 3),1,0,2,1,1,0,0,0,1,0.5,0,1,0,1,0,1,69.56521739,4
Eastern,Rural,3,481.271698,58,0.010673986,0.165517241,Group 3: Pre-elimination (phase 3),1,0,2,1,1,0,0,0,1,0.5,0,1,0,1,0,1,72,4
Northern,Rural,2,500.5276489,135,0.008608972,0.194690272,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68.18181818,4
Northern,Urban,1,1934.877197,145,0.003367003,0.172131151,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,31.81818182,2
Western,Rural,3,373.4830017,180,0.009014085,0.229357794,Contorl,1,0,3,1,1,0,0,0,1,0.333333333,0,1,0,1,0,1,36,2
Eastern,Rural,1,785.3162842,47,0.010673986,0.145299152,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4
Northern,Rural,3,693.4748535,130,0.008608972,0.219047621,Contorl,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,16.66666667,1
Copperbelt,Urban,5,1019.115234,32,0.004253509,0.446428567,Contorl,1,0,4,1,1,0,0,0,1,0.25,0,1,0,1,0,1,32,2
Eastern,Rural,2,273.2630615,51,0.010673986,0.300000012,Group 1: Pre-elimination (phase 1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,3
Central,Rural,3,574.0814209,11,0.008504924,0.298701286,Contorl,4,4,2,1,4,1,1,1,4,2,1,1,1,1,0,1,30.43478261,2
Southern,Rural,3,1015.069885,173,0.008669267,0.139534891,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,12,1
Muchinga,Rural,1,355.3428955,124,0.008843537,0.290909082,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,25,2
North-Western,Rural,1,738.3956909,146,0.011178861,0.200000003,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,65.2173913,4
Northern,Rural,3,360.3304749,141,0.008608972,0.333333343,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,13.63636364,1
Eastern,Rural,4,703.6523438,44,0.010673986,0.196721315,Group 2: Pre-elimination (phase 2),1,0,2,1,1,0,0,0,1,0.5,0,1,0,1,0,1,62.5,4
Copperbelt,Rural,3,443.9248962,30,0.009740259,0.115207374,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,60,4
Eastern,Rural,2,785.3162842,47,0.010673986,0.145299152,Group 2: Pre-elimination (phase 2),1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,75,4
Luapula,Rural,3,397.2858582,83,0.01005291,0.191666663,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4
Lusaka,Rural,1,484.2188721,98,0.010804322,0.234693885,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1
Southern,Rural,2,863.7886963,170,0.008669267,0.209999993,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,0,1
Eastern,Rural,3,603.1306763,198,0.010673986,0.152173907,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90.47619048,5
Copperbelt,Urban,5,1197.647339,38,0.004253509,0.25555557,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,0,1,41.66666667,3
Lusaka,Rural,4,258.8890076,92,0.010804322,0.19178082,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,1
Central,Rural,3,181.2136688,16,0.008504924,0.117948718,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,45.83333333,3
Eastern,Rural,3,610.8093872,45,0.010673986,0.143999994,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,77.77777778,4
Western,Rural,1,390.545929,184,0.009014085,0.258426964,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,30.43478261,2
Lusaka,Urban,5,2968.234619,111,0.004336827,0.0995671,Contorl,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04347826,1
Southern,Rural,3,472.7120056,166,0.008669267,0.063583814,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,73.91304348,4
North-Western,Rural,3,167.2251892,151,0.011178861,0.148148149,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3
Central,Rural,2,560.3684082,3,0.008504924,0.156862751,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73913043,2
Luapula,Rural,2,1017.982971,73,0.01005291,0.129032254,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3
Eastern,Rural,3,868.9041138,65,0.010673986,0.134969324,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,72.72727273,4
Northern,Rural,1,444.9024048,144,0.008608972,0.260869563,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,95.83333333,5
Eastern,Rural,4,555.6348877,200,0.010673986,0.147540987,Group 3: Pre-elimination (phase 3),2,0,2,1,2,1,1,0,2,1,1,1,0,1,0,1,79.16666667,4
Copperbelt,Urban,5,1380.533325,39,0.004253509,0.129032254,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,54.16666667,3
Eastern,Rural,4,733.7052612,63,0.010673986,0.118644066,Group 2: Pre-elimination (phase 2),0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,80.95238095,5
Luapula,Rural,1,412.4599609,72,0.01005291,0.184615389,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,45.83333333,3
Muchinga,Rural,4,227.0856781,122,0.008843537,0.226415098,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3
Luapula,Rural,2,840.6568604,85,0.01005291,0.25,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,77.27272727,4
Lusaka,Rural,3,576.4810181,96,0.010804322,0.268817216,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,72,4
Central,Rural,5,537.9537354,8,0.008504924,0.347222209,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2
Copperbelt,Rural,1,363.6075134,24,0.009740259,0.157534242,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Northern,Rural,1,651.9214478,131,0.008608972,0.233009711,Contorl,2,0,2,1,2,1,1,0,2,1,1,1,0,1,0,1,12.5,1
Northern,Rural,1,693.4748535,130,0.008608972,0.219047621,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66666667,1
Eastern,Rural,1,785.3162842,47,0.010673986,0.145299152,Group 2: Pre-elimination (phase 2),0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4
Copperbelt,Rural,2,363.6075134,24,0.009740259,0.157534242,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,4,1
North-Western,Rural,3,392.0827942,153,0.011178861,0.108527131,Contorl,4,4,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,44.44444444,3
Eastern,Rural,3,868.9041138,65,0.010673986,0.134969324,Group 2: Pre-elimination (phase 2),0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,72.72727273,4
Northern,Rural,1,1421.343872,142,0.008608972,0.058608059,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,61.9047619,4
Western,Rural,3,439.3160706,186,0.009014085,0.203539819,Contorl,4,4,6,1,4,1,1,1,4,0.666666667,0,1,1,1,0,1,0,1
North-Western,Rural,4,158.5607605,148,0.011178861,0.333333343,Contorl,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83333333,2
Luapula,Rural,1,654.0604248,78,0.01005291,0.198347107,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,2
Central,Rural,4,1185.927734,1,0.008504924,0.101382487,Contorl,1,0,3,1,1,0,0,0,1,0.333333333,0,1,0,1,0,1,2.857142857,1
Luapula,Rural,4,654.0604248,78,0.01005291,0.198347107,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,33.33333333,2
Eastern,Rural,1,336.3952026,60,0.010673986,0.220183492,Group 3: Pre-elimination (phase 3),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2
Eastern,Rural,1,485.0439758,56,0.010673986,0.130890056,Group 3: Pre-elimination (phase 3),1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,56,3
Copperbelt,Urban,5,2386.630371,36,0.004253509,0.078369908,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,52,3
Central,Rural,5,537.9537354,8,0.008504924,0.347222209,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2
Eastern,Rural,1,619.6938477,55,0.010673986,0.154838711,Group 3: Pre-elimination (phase 3),1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,52,3
North-Western,Rural,3,738.3956909,146,0.011178861,0.200000003,Contorl,1,0,2,1,1,0,0,0,1,0.5,0,1,0,1,0,1,65.2173913,4
Central,Rural,5,909.2398071,13,0.008504924,0.091304347,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,14.28571429,1
Eastern,Rural,1,481.271698,58,0.010673986,0.165517241,Group 3: Pre-elimination (phase 3),2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,72,4
Muchinga,Rural,2,398.4147644,115,0.008843537,0.162162155,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,16.66666667,1
Southern,Urban,5,2030.643921,179,0.003696858,0.206185564,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
Lusaka,Rural,1,617.5328979,99,0.010804322,0.15625,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,60,4
Northern,Rural,1,1977.984253,127,0.008608972,0.111111112,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,0,1
Eastern,Rural,2,606.6642456,67,0.010673986,0.098712444,Group 1: Pre-elimination (phase 1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82608696,3
Luapula,Rural,1,538.1774902,81,0.01005291,0.182481751,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,44,3
Western,Rural,1,608.4604492,189,0.009014085,0.129870132,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,10,1
Central,Rural,3,1185.927734,1,0.008504924,0.101382487,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,2.857142857,1
Northern,Rural,1,500.5276489,135,0.008608972,0.194690272,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,68.18181818,4
Southern,Rural,3,616.5323486,174,0.008669267,0.090163931,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,34.28571429,2
Lusaka,Rural,3,617.5328979,99,0.010804322,0.15625,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,60,4
Central,Urban,5,2280.060059,20,0.003372681,0.185185179,Contorl,7,7,7,1,7,1,1,1,7,1,1,1,1,1,1,1,28,2
Copperbelt,Rural,5,2013.269531,25,0.009740259,0.055944055,Contorl,1,0,4,1,1,0,0,0,1,0.25,0,1,0,1,1,1,75,4
North-Western,Rural,2,441.6700439,150,0.011178861,0.210526317,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,4.166666667,1
Eastern,Rural,4,291.3121033,43,0.010673986,0.289855063,Group 2: Pre-elimination (phase 2),2,2,4,1,2,1,1,1,2,0.5,0,1,1,1,1,1,30,2
Luapula,Urban,3,1629.50769,90,0.002994012,0.157894731,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,87.5,5
Lusaka,Rural,4,320.7049866,97,0.010804322,0.540540516,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4
Central,Rural,2,508.188385,9,0.008504924,0.316666663,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,36.84210526,2
Lusaka,Urban,5,1548.101318,103,0.004336827,0.183206111,Contorl,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Northern,Rural,1,771.267334,129,0.008608972,0.178571433,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2
Lusaka,Urban,5,1548.101318,103,0.004336827,0.183206111,Contorl,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Northern,Rural,1,444.9024048,144,0.008608972,0.260869563,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,95.83333333,5
Lusaka,Rural,4,617.5328979,99,0.010804322,0.15625,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,60,4
Copperbelt,Rural,3,2013.269531,25,0.009740259,0.055944055,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4
Western,Rural,1,153.4167023,194,0.009014085,0.51111114,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,82.60869565,5
Northern,Rural,3,631.2456055,132,0.008608972,0.181818187,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,4.347826087,1
Western,Rural,1,373.4830017,180,0.009014085,0.229357794,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2
Copperbelt,Rural,4,380.7234192,23,0.009740259,0.101265825,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,12.5,1
Eastern,Rural,3,570.9179077,199,0.010673986,0.168067232,Group 1: Pre-elimination (phase 1),1,0,3,1,1,0,0,0,1,0.333333333,0,1,0,1,0,1,65,4
North-Western,Rural,3,533.244873,154,0.011178861,0.15436241,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,47.82608696,3
Copperbelt,Rural,3,443.9248962,30,0.009740259,0.115207374,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,60,4
Muchinga,Rural,1,555.9848633,116,0.008843537,0.135869563,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4
Copperbelt,Urban,5,859.3067627,35,0.004253509,0.205128208,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.16666667,3
Luapula,Rural,1,537.7335815,89,0.01005291,0.291666657,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82.60869565,5
Northern,Rural,1,631.2456055,132,0.008608972,0.181818187,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,4.347826087,1
Lusaka,Urban,5,2968.234619,111,0.004336827,0.0995671,Contorl,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04347826,1
Southern,Rural,1,906.1154785,158,0.008669267,0.089147285,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,26.08695652,2
Northern,Rural,2,339.425415,142,0.008608972,0.058608059,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,61.9047619,4
Southern,Rural,5,540.2883301,164,0.008669267,0.169354841,Contorl,3,0,4,1,3,1,1,0,3,0.75,0,1,0,1,0,1,19.04761905,1
Copperbelt,Urban,5,1394.449951,33,0.004253509,0.14371258,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3
Eastern,Rural,1,416.0484619,64,0.010673986,0.161073819,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,66.66666667,4
Southern,Rural,5,709.4030762,162,0.008669267,0.275000006,Contorl,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,45.45454545,3
North-Western,Rural,4,392.0827942,153,0.011178861,0.108527131,Contorl,3,3,2,1,3,1,1,1,3,1.5,1,1,1,1,1,1,44.44444444,3
North-Western,Urban,5,2388.099854,157,0.005050505,0.131736532,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,60,4
Central,Rural,3,641.1096802,18,0.008504924,0.263157904,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2
Northern,Rural,1,1421.343872,142,0.008608972,0.058608059,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,61.9047619,4
Luapula,Rural,4,496.3392334,82,0.01005291,0.135714293,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,89.47368421,5
Muchinga,Rural,2,454.8388367,113,0.008843537,0.568181813,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,5
Central,Rural,4,641.1096802,18,0.008504924,0.263157904,Contorl,1,1,4,1,1,0,0,0,1,0.25,0,1,1,1,0,1,20,2
Copperbelt,Urban,5,1394.449951,33,0.004253509,0.14371258,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,50,3
Copperbelt,Rural,4,380.7234192,23,0.009740259,0.101265825,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,12.5,1
North-Western,Rural,2,783.1801147,156,0.011178861,0.119834714,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,12,1
Central,Rural,4,909.2398071,13,0.008504924,0.091304347,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,14.28571429,1
Copperbelt,Urban,4,1188.17041,34,0.004253509,0.155688629,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3
Eastern,Rural,2,346.9143982,62,0.010673986,0.223300964,Group 2: Pre-elimination (phase 2),0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,52.17391304,3
Luapula,Rural,1,397.2858582,83,0.01005291,0.191666663,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,75,4
Central,Rural,4,612.7114868,7,0.008504924,0.175999999,Contorl,2,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1,50,3
Western,Rural,3,153.4167023,194,0.009014085,0.51111114,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,82.60869565,5
Central,Rural,4,545.0557861,14,0.008504924,0.146496817,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30.43478261,2
Copperbelt,Urban,5,1019.115234,32,0.004253509,0.446428567,Contorl,3,3,4,1,3,1,1,1,3,0.75,0,1,1,1,1,1,32,2
Central,Rural,4,527.8833008,16,0.008504924,0.117948718,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3
Northern,Rural,4,500.5276489,135,0.008608972,0.194690272,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,68.18181818,4
Southern,Rural,3,590.8314209,169,0.008669267,0.233333334,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,0,1
Northern,Rural,4,360.3304749,141,0.008608972,0.333333343,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,0,1,13.63636364,1
Western,Urban,1,813.239624,196,0.004672897,0.324675322,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3
Copperbelt,Rural,4,476.67099,22,0.009740259,0.191176474,Contorl,5,5,3,1,5,1,1,1,5,1.666666667,1,1,1,1,0,1,15.38461538,1
Eastern,Rural,2,541.4136963,69,0.010673986,0.157534242,Group 3: Pre-elimination (phase 3),1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,69.23076923,4
Northern,Rural,2,910.2848511,134,0.008608972,0.141843975,Contorl,3,3,3,1,3,1,1,1,3,1,1,1,1,1,1,1,66.66666667,4
Central,Rural,4,537.9537354,8,0.008504924,0.347222209,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2
Northern,Rural,2,229.5438385,133,0.008608972,0.600000024,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,57.89473684,3
Luapula,Rural,1,581.9207153,86,0.01005291,0.127167627,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90.90909091,5
Muchinga,Rural,1,376.7821045,114,0.008843537,0.177304968,Contorl,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,92,5
Lusaka,Urban,4,2968.234619,111,0.004336827,0.0995671,Contorl,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04347826,1
Copperbelt,Rural,3,363.6075134,24,0.009740259,0.157534242,Contorl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Eastern,Rural,1,681.663269,197,0.010673986,0.193548381,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,5
Central,Rural,4,612.7114868,7,0.008504924,0.175999999,Contorl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3
Southern,Rural,2,472.7120056,166,0.008669267,0.063583814,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73.91304348,4
Copperbelt,Rural,4,443.9248962,30,0.009740259,0.115207374,Contorl,2,0,4,1,2,1,1,0,2,0.5,0,1,0,1,1,1,60,4
Eastern,Rural,1,416.0484619,64,0.010673986,0.161073819,Group 2: Pre-elimination (phase 2),0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,66.66666667,4
Luapula,Rural,2,473.644928,87,0.01005291,0.203539819,Contorl,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,43.47826087,3
Northern,Rural,1,86.04906464,141,0.008608972,0.333333343,Contorl,2,1,2,1,2,1,1,0,2,1,1,1,1,1,0,1,13.63636364,1
Western,Rural,4,402.0045471,188,0.009014085,0.357142866,Contorl,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,20,2
Lusaka,Urban,5,3014.49292,107,0.004336827,0.093333334,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,1
Southern,Rural,4,906.1154785,158,0.008669267,0.089147285,Contorl,1,1,6,1,1,0,0,0,1,0.166666667,0,1,1,1,0,1,26.08695652,2
Southern,Rural,3,1015.069885,173,0.008669267,0.139534891,Contorl,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
Southern,Rural,5,548.4053345,167,0.008669267,0.146153852,Contorl,2,2,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,47.61904762,3
